Date,Raw tweet
2023-01-28 09:55:58+00:00,"$BAT Top analyst price target for next week..📈...📉.🚀
 https://t.co/C7NppufJm5"
2023-01-28 09:55:44+00:00,"Don't read too much. #Arshdeep last over, 3 wickets in Batting PP, Santner economy nd low order nt able to bat deep makes NZ winning edge today. Washy performance only highpoint. We need attacking Spinners nd attacking batters to play spin well are lesson learnt.
#INDvNZ 1st T20I"
2023-01-28 09:55:33+00:00,A letter that shows how bat built Lagos finally emerges https://t.co/41PsuIY861
2023-01-28 09:55:25+00:00,"Watch out for me in this mind blowing piece of work!
📹 🎥 🎬
#actor #filmmaking #BrotherhoodTheMovie #movies
#nollywood
#acting
#Naira
#BBTitans
#JusticeforTyreNichols
#IchitanxBright
#Brotherhood #WeLoveBuild #ไบร์ทวิน #YemiCregx Temi ATMs Brotherhood NewNotes CBN Naira PO BAT https://t.co/wCcefokVFP"
2023-01-28 09:55:22+00:00,"@Grummz Well, 250 million is right off the bat for the license. Assume like 350 to 450 million for adverts and the rest spent on the show."
2023-01-28 09:55:21+00:00,@osazenoo This one go just come online write plenty jagons 😂🤦🏻.. Did any of these listed here happen under Bat? No but I know the stupidity inside you will start talking about him laying the blueprints and yellow prints and red prints of today’s Lagos 😂.. BAT is a thief.
2023-01-28 09:54:46+00:00,Tsumugi Aoba - 5* I ''Witch'' You A Happy Halloween SPP (Halloween Bat Outfit) https://t.co/bexNBHsQUp
2023-01-28 09:54:18+00:00,@CL0WNBRAT @Millerverse_Bat @organsanddolls HIII  SQUAD  IS  HERE
2023-01-28 09:54:18+00:00,@rutie_xx Better vote for BAT
2023-01-28 09:54:09+00:00,@yellsnt Cakep bat
2023-01-28 09:54:07+00:00,"@TZ_PTI Bro she even failed to get her Abba jee along 
Koh e noor to phir door ki bat hai"
2023-01-28 09:54:05+00:00,"@_Buike_ @itzz_blitz1 Hmm u just assumed my tribe becos I support BAT. Wrong assumption. I guess made the assumption becos u r igbo and support an igbo PO. Sorry my broke gambler, other folks don't mirror u."
2023-01-28 09:54:05+00:00,@neyopumpin @ruffydfire This guy may suffer depression by the time BAT wins. He is not happy with good news.
2023-01-28 09:53:54+00:00,Our BAT drones will go round to all our drone pilots https://t.co/r0M8FY8S9c
2023-01-28 09:53:50+00:00,"And I want a love that falls as fast as a body from the balcony, and I want a kiss like my heart is hitting the ground. 
 I'm holding my breath with a baseball bat, though I don't know what I'm waiting for. 
 I am not gonna be what my daddy wants me to be."
